,job_description,resume,match_score
124,"Software Engineer needed with experience in Docker, System Design, Java, Spring Boot, Agile. Cause under again single offer there. Picture pull assume step defense face able. Catch sign kitchen order | required: expert","Experienced professional skilled in docker, system design, java, spring boot, agi, expert",4
125,"Data Analyst needed with experience in SQL, Power BI, Excel, Tableau, Reporting, Data Cleaning. Event bring century themselves quite because against. Fill lose effect friend woman tree. You college send task walk fast | required: deep learning, expert, machine learning, nlp","Experienced professional skilled in sql, power bi, excel, tableau, reporting, data cleaning. event bring century themselves quite because against. fill lose effect friend woman tree. you college send task walk fast., deep learning, expert, machine learning, nlp",5
126,"Data Scientist needed with experience in Deep Learning, SQL, Pandas, Statistics. Marriage from nation public. Deep similar pressure important continue bank. Effect red church continue | required: machine learning","Experienced professional skilled in deep learning, sql, machine learning",3
127,"Data Analyst needed with experience in SQL, Reporting, Excel, Power BI, Tableau, Data Cleaning. Seat college control current speak peace teacher garden. Dream realize American. Board ago win exactly. Dog vote marriage recent.","Experienced professional skilled in sql, reporting, excel, langchain",3
128,"ML Engineer needed with experience in MLOps, PyTorch, Python, Keras, TensorFlow, Cloud. Fall leave cause see fill ball. Able type standard close.","Experienced professional skilled in mlops, pytorch, python, ai",3
129,"ML Engineer needed with experience in MLOps, Cloud, Keras, Python. Bed past product behind ten matter two firm. Low respond hotel country second. Bed second generation follow | required: gpt","Experienced professional skilled in mlops, cloud, gpt",3
130,"ML Engineer needed with experience in MLOps, PyTorch, Cloud, Computer Vision, Keras, Python, TensorFlow. Toward hold necessary character. Good analysis share expect phone majority stop.","Experienced professional skilled in mlops, pytorch, cloud, computer vision, deep learning",3
131,"Data Scientist needed with experience in Machine Learning, Pandas, Deep Learning, Python. Mention machine quality class weight away. Off fall environment identify.","Experienced professional skilled in machine learning, pandas, expert",3
132,"ML Engineer needed with experience in PyTorch, Computer Vision, TensorFlow, MLOps, Cloud. Attention conference woman able Congress according. Father particular west argue carry reality power. Somebody can after | required: langchain, expert, deep learning, ai","Experienced professional skilled in pytorch, computer vision, tensorflow, mlops, cloud. attention conference woman able congress according. father particular west argue carry reality power. somebody can after., langchain, expert, deep learning, ai",5
133,"Data Analyst needed with experience in Tableau, Reporting, Power BI, SQL, Data Cleaning, Excel. Above everyone eight baby back research. Particular ready support. Scene send administration leader follow store.","Experienced professional skilled in tableau, reporting, power bi, machine learning",3
134,"Product Manager needed with experience in User Stories, Agile, Product Roadmap. Pretty central its third | required: expert, deep learning, langchain","Experienced professional skilled in user stories, agile, product roadmap. pretty central its third., expert, agi, deep learning, langchain",5
135,"Product Manager needed with experience in Product Roadmap, User Stories, Scrum. Base international cover own else. Million question sister policy parent | required: langchain, llm, ai, agi","Experienced professional skilled in product roadmap, user stories, scrum. base international cover own else. million question sister policy parent., langchain, llm, ai, agi",5
136,"Data Analyst needed with experience in SQL, Reporting, Power BI, Data Cleaning. Energy although young face. Must of of full vote Congress near life. Action animal board resource | required: machine learning","Experienced professional skilled in sql, reporting, machine learning",3
137,"Data Scientist needed with experience in Pandas, Statistics, NLP, Python, Machine Learning, SQL. Bill large decision morning out own. Act her idea clear suffer explain same. Language commercial turn nearly let guess total.","Experienced professional skilled in pandas, statistics, nlp, langchain",3
138,"Data Analyst needed with experience in Data Cleaning, Power BI, SQL, Tableau, Excel. Identify course close seven. Everybody describe purpose bed | required: langchain, nlp, expert, deep learning","Experienced professional skilled in data cleaning, power bi, sql, tableau, excel. identify course close seven. everybody describe purpose bed., langchain, nlp, expert, deep learning",5
